FileName :   Towbin_GCB-SIMS-spots_20180702.qtiDat 
Signal(s) Used :  Na Ka, Mg Ka, Si Ka, Al Ka, Ti Ka, Ca Ka, Fe Ka, Ni Ka, Cr Ka, Mn Ka 
Spectromers Conditions :   Sp4 TAP,  Sp4 TAP,  Sp1 TAP,  Sp1 TAP,  Sp3 LPET,  Sp5 PET,  Sp2 LLIF,  Sp2 LLIF,  Sp3 LPET,  Sp5 PET 
Full Spectromers Conditions :   Sp4 TAP(2d= 25.745,K= 0.00218),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp1 TAP(2d= 25.745,K= 0.00218),  Sp1 TAP(2d= 25.745,K= 0.00218),  Sp3 LPET(2d= 8.75,K= 0.000144),  Sp5 PET(2d= 8.75,K= 0.000144),  Sp2 LLIF(2d= 4.0267,K= 0.000058),  Sp2 LLIF(2d= 4.0267,K= 0.000058),  Sp3 LPET(2d= 8.75,K= 0.000144),  Sp5 PET(2d= 8.75,K= 0.000144) 
Column Conditions :  Cond 1 : 15keV 30nA  
Date :  3-Jul-2018 
User Name :  sx-user 
Setup Name :  Towbin_GCB-SIMS-spot_20nA-1um_20180702b.qtiSet 
DataSet Comment :  GCB1A_Scoria Ol2_A_Core_2 
Comment :   
Analysis Date :  7/3/2018 6:35:14 AM 
Project Name :  Default Project 
Sample Name :  Default Sample 
Analysis Parameters :  	 
 Sp	Elements	Xtal	Position	Bg+	Bg-	Slope	Bias	Gain	Dtime	Blin	Wind	Mode	 
 Sp4	Na Ka		TAP	46358		-750	800	   	1286	2509	3	560	 	Inte	 
 Sp4	Mg Ka		TAP	38489		-1150	1150	   	1287	2520	3	560	 	Inte	 
 Sp1	Si Ka		TAP	27732		   	750	1.1	1290	2570	3	560	 	Inte	 
 Sp1	Al Ka		TAP	32440		   	800	1.2	1291	2549	3	560	 	Inte	 
 Sp3	Ti Ka		LPET	31442		   	600	1.05	1851	915	3	560	 	Inte	 
 Sp5	Ca Ka		PET	38388		   	700	1.1	1302	910	3	560	 	Inte	 
 Sp2	Fe Ka		LLIF	48083		   	950	1.05	1815	368	3	560	 	Inte	 
 Sp2	Ni Ka		LLIF	41179		-550	550	   	1814	364	3	560	 	Inte	 
 Sp3	Cr Ka		LPET	26230		-500	500	   	1855	917	3	560	 	Inte	 
 Sp5	Mn Ka		PET	24045		-550	550	   	1298	889	3	560	 	Inte	 
Peak Position :   Sp4 46358 (-750, 800),  Sp4 38489 (-1150, 1150),  Sp1 27732 (750, 1.1),  Sp1 32440 (800, 1.2),  Sp3 31442 (600, 1.05),  Sp5 38388 (700, 1.1),  Sp2 48083 (950, 1.05),  Sp2 41179 (-550, 550),  Sp3 26230 (-500, 500),  Sp5 24045 (-550, 550) 
Current Sample Position :   X = 17339 Y = -821 Z = 129 
Standard Name :   
 Na On jade 
 Mg, Si, Ca On Wakefield 
 Al On kspar 
 Ti On TiO2 
 Fe On RKFAYb7 
 Ni On diop_ni 
 Cr On MgCr2O4 
 Mn On Rhodon 41522 AMNH 
Standard composition :   
 jade = O  : 47.6%, Na : 11.19%, Mg : 0.01%, Al : 13.22%, Si : 27.82%, K  : 0.01%, Ca : 0.07%, Ti : 0.02%, Cr : 0.01%, Mn : 0.01%, Fe : 0.05% 
 Wakefield = Si : 25.942%, Ti : 0.018%, Al : 0.021%, Fe : 0.086%, Mn : 0.015%, Mg : 11.216%, Ca : 18.582%, Na : 0.022%, O  : 44.427% 
 kspar = O  : 45.94%, Na : 0.85%, Al : 9.83%, Si : 30.1%, K  : 12.39%, Ba : 0.7% 
 TiO2 = Ti : 59.95%, O  : 40.05% 
 RKFAYb7 = Si : 13.84%, O  : 31.37%, Mg : 0.06%, Al : 0.05%, Ca : 0.02%, Mn : 1.55%, Fe : 52.62%, Zn : 0.38% 
 diop_ni = Si : 24.91%, Al : 0.45%, Fe : 0.12%, Mg : 8.62%, Ca : 17.87%, Ni : 5.06%, O  : 43.01% 
 MgCr2O4 = Mg : 12.64%, Cr : 54.08%, O  : 33.28% 
 Rhodon 41522 AMNH = O  : 37.73%, Mg : 2.36%, Si : 21.98%, Ca : 1.06%, Mn : 35.01%, Fe : 1.8% 
Calibration file name (Element intensity cps/nA) :   
 Na : jade_NaSp4_205.calDat (Na : 78.0 cps/nA) 
 Mg, Si, Ca : Wakefield_MgSp4_SiSp1_CaSp5_181.calDat (Mg : 138.7 cps/nA, Si : 541.3 cps/nA, Ca : 130.1 cps/nA) 
 Al : kspar_AlSp1_K Sp5_020.calDat (Al : 209.9 cps/nA) 
 Ti : TiO2_TiSp3_191.calDat (Ti : 1614.5 cps/nA) 
 Fe : RKFAYb7_FeSp2_506.calDat (Fe : 280.5 cps/nA) 
 Ni : diop_ni_NiSp2_213.calDat (Ni : 24.6 cps/nA) 
 Cr : MgCr2O4_CrSp3_193.calDat (Cr : 1391.0 cps/nA) 
 Mn : Rhodon 41522 AMNH_MnSp5_007.calDat (Mn : 150.9 cps/nA) 
Beam Size :   

DataSet/Point	Na2O	MgO	SiO2	Al2O3	TiO2	P2O5	K2O	CaO	FeO	Cr2O3	MnO	NiO	Total	X	Y	Z	Beam X	Beam Y	Comment	Distance (µ)	Mean Z	Point#	Date	
70 / 1 . 	0.44622	16.84248	51.20076	3.98205	0.10980			22.64600	2.87071	0.57441	0.10987	0.05348	98.83577	13881.	1261.	129.	 	 	GCB1A_r30_cpx2_A_1	 	12.30320	 70	7/3/2018 1:46:29 AM	
71 / 1 . 	0.46152	16.78223	51.12878	3.97416	0.10526			22.62679	2.89720	0.59129	0.10240	0.06777	98.73738	13867.	1256.	129.	 	 	GCB1A_r30_cpx2_A_2	 	12.29678	 71	7/3/2018 1:51:09 AM	
72 / 1 . 	0.45555	16.89871	51.42531	3.95930	0.10872			22.63964	2.84246	0.59591	0.10494	0.04428	99.07482	13853.	1258.	129.	 	 	GCB1A_r30_cpx2_A_3	 	12.32525	 72	7/3/2018 1:55:51 AM	
73 / 1 . 	0.00001	49.26953	40.62569	0.00002	0.00146			0.04349	9.91645	0.00968	0.15851	0.36028	100.38510	13591.	2044.	129.	 	 	GCB1A_r30_ol1_A_1	 	11.82848	 73	7/3/2018 2:00:35 AM	
74 / 1 . 	0.00001	49.40344	39.83836	0.01400	0.00968			0.04786	9.88008	0.00420	0.14974	0.36287	99.71025	13591.	2051.	129.	 	 	GCB1A_r30_ol1_A_2	 	11.75064	 74	7/3/2018 2:05:16 AM	
75 / 1 . 	0.00460	49.35734	40.80633	0.00575	0.00183			0.04832	9.99367	0.01261	0.16915	0.38248	100.78210	13594.	2058.	129.	 	 	GCB1A_r30_ol1_A_3	 	11.88414	 75	7/3/2018 2:10:02 AM	
76 / 1 . 	0.00471	50.11989	41.09437	0.01769	0.00239			0.05201	9.17370	0.02023	0.15048	0.37127	101.00670	13526.	1353.	129.	 	 	GCB1A_r30_ol1_Rim by CPX2 meltpocket_1	 	11.81115	 76	7/3/2018 2:14:47 AM	
77 / 1 . 	0.00411	50.09874	40.35039	0.00976	0.00843			0.07698	8.83081	0.02898	0.15256	0.37529	99.93605	13515.	1349.	129.	 	 	GCB1A_r30_ol1_Rim by CPX2 meltpocket_2	 	11.66044	 77	7/3/2018 2:19:32 AM	
78 / 1 . 	0.00190	50.33741	40.02494	0.00467	0.01217			0.07673	8.94467	0.02005	0.15145	0.36596	99.93994	13509.	1349.	129.	 	 	GCB1A_r30_ol1_Rim by CPX2 meltpocket_3	 	11.67082	 78	7/3/2018 2:24:15 AM	
79 / 1 . 	0.00122	51.40020	41.48970	0.02656	0.00557			0.14956	7.47927	0.13674	0.11425	0.35506	101.15810	13576.	1283.	130.	 	 	GCB1A_r30_Olivine in melt pocket_1	 	11.64238	 79	7/3/2018 2:29:01 AM	
80 / 1 . 	0.01007	51.25328	40.51864	0.03321	0.00699			0.14603	7.49065	0.12477	0.11046	0.36282	100.05690	13576.	1279.	130.	 	 	GCB1A_r30_Olivine in melt pocket_2	 	11.52470	 80	7/3/2018 2:33:45 AM	
81 / 1 . 	0.01146	51.28545	40.34743	0.03895	0.00177			0.15620	7.66804	0.15664	0.11652	0.34817	100.13060	13576.	1286.	130.	 	 	GCB1A_r30_Olivine in melt pocket_3	 	11.55399	 81	7/3/2018 2:38:28 AM	
82 / 1 . 	0.50350	17.19649	51.48637	4.01502	0.11551			22.46240	2.82317	0.62114	0.07971	0.04267	99.34599	13560.	1238.	130.	 	 	GCB1A_r30_CPX in melt pocket_1	 	12.34024	 82	7/3/2018 2:43:10 AM	
83 / 1 . 	0.52329	17.28927	51.67827	3.89596	0.10837			22.57072	2.74900	0.60354	0.10298	0.05074	99.57214	13560.	1234.	130.	 	 	GCB1A_r30_CPX in melt pocket_2	 	12.36396	 83	7/3/2018 2:47:52 AM	
84 / 1 . 	0.50378	17.12376	51.34858	4.02429	0.11449			22.62282	2.78602	0.64792	0.09430	0.06853	99.33452	13560.	1231.	130.	 	 	GCB1A_r30_CPX in melt pocket_3	 	12.35135	 84	7/3/2018 2:52:38 AM	
85 / 1 . 	0.27842	17.09032	51.92538	4.79907	0.27600			22.24955	2.54503	1.16797	0.07813	0.04351	100.45340	13422.	1237.	130.	 	 	GCB1A_r30_CPX3 in melt pocket_1	 	12.47040	 85	7/3/2018 2:57:23 AM	
86 / 1 . 	0.36320	16.93777	50.88143	5.05440	0.28224			22.24685	2.52078	1.32685	0.09614	0.03552	99.74518	13422.	1232.	130.	 	 	GCB1A_r30_CPX3 in melt pocket_2	 	12.40484	 86	7/3/2018 3:02:03 AM	
87 / 1 . 	2.71201	0.22943	48.78985	31.66953	0.04563			15.12978	0.45938	0.06569	0.02957	0.01084	99.14171	13397.	1216.	130.	 	 	GCB1A_r30_possibly in melt pocket_1	 	11.58208	 87	7/3/2018 3:06:46 AM	
88 / 1 . 	0.02973	33.67922	54.19014	4.08128	0.03921			0.66980	6.43444	0.42018	0.17601	0.09974	99.81977	13451.	3172.	126.	 	 	GCB1A_r30_opx2_A_1	 	11.47227	 88	7/3/2018 3:11:32 AM	
89 / 1 . 	0.03784	33.60199	55.15055	4.09031	0.04037			0.65240	6.46955	0.42915	0.16739	0.10602	100.74560	13518.	3172.	126.	 	 	GCB1A_r30_opx2_A_2	 	11.57618	 89	7/3/2018 3:16:13 AM	
90 / 1 . 	0.02149	33.63815	53.79765	4.06397	0.04077			0.65439	6.46763	0.43927	0.17558	0.08920	99.38809	13521.	3162.	126.	 	 	GCB1A_r30_opx2_A_3	 	11.42893	 90	7/3/2018 3:20:54 AM	
91 / 1 . 	0.01852	33.77407	55.12148	3.97592	0.03973			0.66217	6.39558	0.42638	0.15778	0.09966	100.67130	13345.	3330.	126.	 	 	GCB1A_r30_opx2_B_1	 	11.55798	 91	7/3/2018 3:25:36 AM	
92 / 1 . 	0.01577	33.52132	55.09456	4.00357	0.04111			0.66502	6.40669	0.42289	0.17519	0.09819	100.44430	13334.	3330.	126.	 	 	GCB1A_r30_opx2_B_1	 	11.53724	 92	7/3/2018 3:30:22 AM	
93 / 1 . 	0.00001	49.51101	41.14409	0.00392	0.00223			0.04434	9.96929	0.00165	0.16307	0.34204	101.18160	7839.	-2318.	157.	 	 	GCB1A_r31_ol11_B_1	 	11.91706	 93	7/3/2018 3:35:07 AM	
94 / 1 . 	0.00001	50.17744	40.89578	0.01020	0.01354			0.04511	9.95705	0.00850	0.17158	0.38586	101.66510	7888.	-2318.	157.	 	 	GCB1A_r31_ol11_B_2	 	11.97307	 94	7/3/2018 3:39:55 AM	
95 / 1 . 	0.00001	49.09774	40.51793	0.01239	0.00448			0.05119	9.90063	0.01802	0.17775	0.37637	100.15650	7999.	-2050.	150.	 	 	GCB1A_r31_ol11_A_1	 	11.80803	 95	7/3/2018 3:44:43 AM	
96 / 1 . 	0.00969	49.17437	39.32988	0.01888	0.01305			0.06021	9.98537	0.01170	0.16872	0.37362	99.14547	7990.	-2051.	150.	 	 	GCB1A_r31_ol11_A_2	 	11.70710	 96	7/3/2018 3:49:20 AM	
97 / 1 . 	0.47701	17.23709	52.68344	3.90851	0.11088			22.93372	2.78923	0.50479	0.11945	0.03774	100.80180	8099.	-1799.	155.	 	 	GCB1A_r31_cpx1_A_1	 	12.51486	 97	7/3/2018 3:54:05 AM	
98 / 1 . 	0.43244	17.27280	52.69332	3.88361	0.10882			23.01809	2.70043	0.51051	0.08750	0.05211	100.75960	8106.	-1801.	155.	 	 	GCB1A_r31_cpx1_A_2	 	12.50429	 98	7/3/2018 3:58:52 AM	
99 / 1 . 	0.47303	17.19470	52.99311	3.85687	0.10966			22.88358	2.68374	0.50115	0.08313	0.02391	100.80290	8106.	-1737.	155.	 	 	GCB1A_r31_cpx1_A_3	 	12.49463	 99	7/3/2018 4:03:29 AM	
100 / 1 . 	0.51202	17.19308	52.35137	3.92749	0.10871			22.86889	2.70706	0.59852	0.10161	0.04540	100.41410	8128.	-1965.	155.	 	 	GCB1A_r31_cpx1_b_2	 	12.46662	 100	7/3/2018 4:08:14 AM	
101 / 1 . 	0.46070	17.13114	52.25755	3.92443	0.11612			22.80937	2.71908	0.60340	0.11222	0.05352	100.18750	8129.	-1962.	155.	 	 	GCB1A_r31_cpx1_b_3	 	12.44356	 101	7/3/2018 4:12:55 AM	
102 / 1 . 	0.44404	17.04032	52.11825	3.88809	0.10847			22.77984	2.80834	0.59618	0.12196	0.06236	99.96785	8110.	-1961.	155.	 	 	GCB1A_r31_cpx1_b_4	 	12.42974	 102	7/3/2018 4:17:39 AM	
103 / 1 . 	0.02781	33.55660	53.78118	3.82872	0.04494			0.64621	6.45928	0.38769	0.17845	0.06810	98.97897	7983.	-1389.	149.	 	 	GCB1A_r31_opx1_A_1	 	11.37758	 103	7/3/2018 4:22:22 AM	
104 / 1 . 	0.03183	33.45417	53.90949	3.82762	0.04110			0.66594	6.53850	0.37224	0.15884	0.10512	99.10485	7981.	-1370.	149.	 	 	GCB1A_r31_opx1_A_2	 	11.40284	 104	7/3/2018 4:27:06 AM	
105 / 1 . 	0.00772	33.52843	54.02275	3.82524	0.04203			0.65634	6.40854	0.39251	0.16878	0.08451	99.13686	8041.	-1370.	149.	 	 	GCB1A_r31_opx1_A_3	 	11.39113	 105	7/3/2018 4:31:46 AM	
106 / 1 . 	0.02451	33.69031	54.11250	3.95410	0.04519			0.67741	6.42284	0.41515	0.18172	0.09766	99.62138	8154.	-1503.	149.	 	 	GCB1A_r31_opx1_b_1	 	11.45042	 106	7/3/2018 4:36:33 AM	
107 / 1 . 	0.02441	33.73770	55.35421	3.95574	0.04158			0.66636	6.41828	0.41801	0.18268	0.09554	100.89450	8148.	-1500.	149.	 	 	GCB1A_r31_opx1_b_2	 	11.58649	 107	7/3/2018 4:41:19 AM	
108 / 1 . 	0.01239	49.32678	40.03407	0.00046	0.00380			0.03320	9.92452	0.00094	0.15492	0.37044	99.86153	9331.	1734.	141.	 	 	GCB1A_r31_ol3_A_1	 	11.77228	 108	7/3/2018 4:45:57 AM	
109 / 1 . 	0.00075	49.24983	39.97245	0.00002	0.00020			0.04672	10.08357	0.00671	0.16553	0.37012	99.89590	9331.	1747.	141.	 	 	GCB1A_r31_ol3_A_2	 	11.79627	 109	7/3/2018 4:50:40 AM	
110 / 1 . 	0.00001	50.12991	40.17456	0.00625	0.00061			0.09979	9.00633	0.03208	0.14370	0.32114	99.91438	9232.	1572.	141.	 	 	GCB1A_r31_ol3_rim near melt pocket_2	 	11.67086	 110	7/3/2018 4:55:28 AM	
111 / 1 . 	0.00516	50.08152	41.55560	0.00275	0.00852			0.10238	8.84153	0.02771	0.15297	0.30506	101.08320	9245.	1572.	141.	 	 	GCB1A_r31_ol3_rim near melt pocket_3	 	11.77799	 111	7/3/2018 5:00:13 AM	
112 / 1 . 	0.00001	50.85195	41.28318	0.02774	0.00429			0.14203	7.24866	0.07497	0.12474	0.34808	100.10570	9243.	1473.	141.	 	 	GCB1A_r31_olivine in melt pocket near ol3_1	 	11.49968	 112	7/3/2018 5:05:01 AM	
113 / 1 . 	0.00709	50.84106	40.28617	0.02750	0.01110			0.14058	7.28666	0.06855	0.10407	0.36635	99.13913	9259.	1473.	141.	 	 	GCB1A_r31_olivine in melt pocket near ol3_2	 	11.39949	 113	7/3/2018 5:09:43 AM	
114 / 1 . 	0.47494	17.03346	52.38808	3.94237	0.12204			22.82614	2.86313	0.60337	0.08893	0.05242	100.39490	9232.	1399.	147.	 	 	GCB1A_r31_cpx2_b_1	 	12.48109	 114	7/3/2018 5:14:35 AM	
115 / 1 . 	0.47176	17.15773	52.85707	3.92385	0.11199			22.76561	2.69948	0.59295	0.08552	0.03686	100.70280	9237.	1254.	147.	 	 	GCB1A_r31_cpx2_A_2	 	12.48834	 115	7/3/2018 5:19:20 AM	
116 / 1 . 	0.01336	48.12274	40.16360	0.04002	0.01239			0.15565	12.51844	0.03997	0.20353	0.31522	101.58490	9605.	5880.	141.	 	 	GCB1A_Scoria Ol24_A Core_1	 	12.26196	 116	7/3/2018 5:24:05 AM	
117 / 1 . 	0.01964	45.92887	38.45922	0.05275	0.01817			0.15167	14.99999	0.03927	0.17944	0.26421	100.11320	9574.	5950.	141.	 	 	GCB1A_Scoria Ol24_C Rim_1	 	12.38006	 117	7/3/2018 5:28:49 AM	
118 / 1 . 	0.01078	49.40015	40.33619	0.00216	0.00396			0.03950	9.77816	0.00417	0.12813	0.41757	100.12080	16495.	-742.	122.	 	 	GCB1A_Scoria Ol6_A and laser core_1	 	11.78759	 118	7/3/2018 5:33:32 AM	
119 / 1 . 	0.00254	49.31034	39.10064	0.00357	0.00002			0.02456	9.78705	0.00823	0.13148	0.42674	98.79516	16502.	-737.	122.	 	 	GCB1A_Scoria Ol6_A and laser core_2	 	11.64653	 119	7/3/2018 5:38:17 AM	
120 / 1 . 	0.01041	49.38962	40.25295	0.00002	0.00110			0.03537	9.77946	0.00946	0.13402	0.41968	100.03210	16500.	-737.	122.	 	 	GCB1A_Scoria Ol6_A and laser core_3	 	11.77911	 120	7/3/2018 5:43:07 AM	
121 / 1 . 	0.01082	49.26595	41.31249	0.00552	0.00009			0.05159	9.41939	0.01021	0.14992	0.40862	100.63460	16200.	-421.	136.	 	 	GCB1A_Scoria Ol6_E btw Rim_1	 	11.80556	 121	7/3/2018 5:47:52 AM	
122 / 1 . 	0.00635	49.49881	41.57135	0.00250	0.01464			0.05244	9.32396	0.01639	0.14135	0.41852	101.04630	16204.	-411.	136.	 	 	GCB1A_Scoria Ol6_E btw Rim_2	 	11.84024	 122	7/3/2018 5:52:33 AM	
123 / 1 . 	0.00001	49.60841	41.38683	0.00212	0.00813			0.03859	9.36648	0.00633	0.14331	0.41303	100.97320	16205.	-404.	136.	 	 	GCB1A_Scoria Ol6_E btw Rim_3	 	11.83422	 123	7/3/2018 5:57:19 AM	
124 / 1 . 	0.00001	50.09409	40.09784	0.00700	0.00360			0.04003	9.85761	0.01497	0.14815	0.40523	100.66850	16322.	-1083.	126.	 	 	GCB1A_Scoria Ol6_Laser Rim before overgrowth_1	 	11.85435	 124	7/3/2018 6:02:06 AM	
125 / 1 . 	0.00962	49.95407	39.99191	0.01094	0.00006			0.04323	9.66424	0.00766	0.14928	0.40851	100.23950	16318.	-1077.	126.	 	 	GCB1A_Scoria Ol6_Laser Rim before overgrowth_2	 	11.78679	 125	7/3/2018 6:06:52 AM	
126 / 1 . 	0.00411	49.77674	40.81152	0.00704	0.00688			0.04642	9.66558	0.00835	0.16675	0.39997	100.89340	16318.	-1077.	126.	 	 	GCB1A_Scoria Ol6_Laser Rim before overgrowth_3	 	11.85965	 126	7/3/2018 6:11:39 AM	
127 / 1 . 	0.01216	43.74784	39.36350	0.03079	0.03079			0.25822	16.96104	0.02124	0.28398	0.17180	100.88140	16312.	-1137.	126.	 	 	GCB1A_Scoria Ol6_Laser Rim in overgrowth_1	 	12.69536	 127	7/3/2018 6:16:21 AM	
128 / 1 . 	0.00659	43.19822	39.42445	0.02151	0.03643			0.31312	17.70546	0.01693	0.29236	0.12494	101.14000	16312.	-1148.	126.	 	 	GCB1A_Scoria Ol6_Laser Rim in overgrowth_2	 	12.80674	 128	7/3/2018 6:21:05 AM	
129 / 1 . 	0.00206	42.86663	39.72468	0.02951	0.03576			0.32133	17.94754	0.01043	0.30086	0.11224	101.35100	16317.	-1148.	126.	 	 	GCB1A_Scoria Ol6_Laser Rim in overgrowth_3	 	12.85709	 129	7/3/2018 6:25:44 AM	
130 / 1 . 	0.00482	47.80700	40.94329	0.03958	0.00860			0.14034	11.95257	0.04805	0.17002	0.35162	101.46590	17343.	-816.	129.	 	 	GCB1A_Scoria Ol2_A_Core_1	 	12.18787	 130	7/3/2018 6:30:27 AM	
131 / 1 . 	0.00147	47.85828	40.97300	0.04847	0.01719			0.14677	11.89727	0.04454	0.16700	0.34356	101.49760	17339.	-821.	129.	 	 	GCB1A_Scoria Ol2_A_Core_2	 	12.18413	 131	7/3/2018 6:35:14 AM	
132 / 1 . 	0.01525	48.13508	40.36075	0.04781	0.01740			0.13311	11.91830	0.04674	0.18437	0.35995	101.21880	17357.	-824.	129.	 	 	GCB1A_Scoria Ol2_A_Core_3	 	12.15851	 132	7/3/2018 6:39:58 AM	
133 / 1 . 	0.00501	46.30032	40.36695	0.04129	0.01937			0.16979	13.87657	0.03941	0.18041	0.25379	101.25290	17209.	-833.	129.	 	 	GCB1A_Scoria Ol2_D_Rim_1	 	12.37605	 133	7/3/2018 6:44:43 AM	
134 / 1 . 	0.02253	45.19492	39.28876	0.04272	0.01967			0.14373	15.58756	0.03878	0.23641	0.22875	100.80380	17201.	-835.	129.	 	 	GCB1A_Scoria Ol2_D_Rim_2	 	12.52420	 134	7/3/2018 6:49:30 AM	
135 / 1 . 	0.01962	44.66070	39.20534	0.02712	0.02278			0.14294	15.88622	0.04034	0.20184	0.22237	100.42930	17201.	-840.	129.	 	 	GCB1A_Scoria Ol2_D_Rim_3	 	12.51513	 135	7/3/2018 6:54:14 AM	
136 / 1 . 	0.02415	33.54613	54.24426	3.99483	0.03713			0.68114	6.36182	0.42644	0.16435	0.09907	99.57931	20045.	-1777.	127.	 	 	GCB1A_R3_Opx1_A and laser core_1	 	11.43861	 136	7/3/2018 6:59:01 AM	
137 / 1 . 	0.02772	33.62893	55.37993	4.01930	0.03396			0.66398	6.45310	0.42712	0.16849	0.10524	100.90780	20057.	-1777.	127.	 	 	GCB1A_R3_Opx1_A and laser core_2	 	11.59209	 137	7/3/2018 7:03:46 AM	
138 / 1 . 	0.02514	33.39787	55.34721	4.00979	0.03661			0.67996	6.35722	0.43394	0.17618	0.07590	100.53980	20039.	-1780.	127.	 	 	GCB1A_R3_Opx1_A and laser core_3	 	11.54118	 138	7/3/2018 7:08:35 AM	
139 / 1 . 	0.00001	49.87865	41.00683	0.00989	0.00002			0.04009	9.93754	0.01370	0.14755	0.36264	101.39690	20391.	1185.	124.	 	 	GCB1A_R5_Ol4_A_1	 	11.93697	 139	7/3/2018 7:13:24 AM	
140 / 1 . 	0.01046	50.02711	40.11703	0.00534	0.00002			0.03939	9.87531	0.00390	0.18065	0.36898	100.62820	20388.	1170.	124.	 	 	GCB1A_R5_Ol4_A_2	 	11.84973	 140	7/3/2018 7:18:11 AM	
141 / 1 . 	0.00902	49.66534	40.31583	0.00149	0.00002			0.04437	9.98597	0.00971	0.14845	0.38905	100.56920	19674.	3438.	122.	 	 	GCB1A_Ol6_G and laser core_1	 	11.85719	 141	7/3/2018 7:22:56 AM	
142 / 1 . 	0.00001	49.52459	41.17554	0.00588	0.00439			0.03790	9.90431	0.00916	0.15013	0.39072	101.20260	19667.	3428.	122.	 	 	GCB1A_Ol6_G and laser core_2	 	11.91730	 142	7/3/2018 7:27:44 AM	
143 / 1 . 	0.03756	33.29954	56.35560	4.03492	0.03527			0.66745	6.31274	0.39084	0.17138	0.08935	101.39460	19883.	2503.	122.	 	 	GCB1A_Ol6_laser rim_1	 	11.62577	 143	7/3/2018 7:32:32 AM	
144 / 1 . 	0.03192	33.56310	55.08251	3.99243	0.03918			0.64445	6.38809	0.39402	0.14499	0.10333	100.38400	19874.	2519.	122.	 	 	GCB1A_Ol6_laser rim_2	 	11.52229	 144	7/3/2018 7:37:18 AM	
145 / 1 . 	0.00001	49.56258	40.11058	0.00573	0.00674			0.04360	9.77001	0.01587	0.14746	0.39091	100.05350	18114.	2705.	122.	 	 	GCB1A_Ol1_A and C_1	 	11.77872	 145	7/3/2018 7:42:05 AM	
146 / 1 . 	0.00001	49.87957	41.06796	0.00646	0.00623			0.05132	9.82226	0.01071	0.15830	0.38979	101.39260	18114.	2705.	122.	 	 	GCB1A_Ol1_A and C_2	 	11.92899	 146	7/3/2018 7:46:51 AM	
147 / 1 . 	0.00001	50.04815	41.28185	0.01283	0.00730			0.05202	9.86381	0.01248	0.13773	0.39232	101.80850	18146.	2266.	122.	 	 	GCB1A_Ol1_B to Rim_1	 	11.97634	 147	7/3/2018 7:51:34 AM	
148 / 1 . 	0.00440	49.85990	40.47754	0.00002	0.00002			0.04587	9.82683	0.00326	0.16743	0.39734	100.78260	18169.	2266.	122.	 	 	GCB1A_Ol1_B to Rim_2	 	11.86430	 148	7/3/2018 7:56:22 AM	
149 / 1 . 	0.48337	16.96314	52.70898	3.88936	0.10756			22.71694	2.80107	0.51086	0.11063	0.06208	100.35400	17295.	-3351.	130.	 	 	GCB1A_R11_Cpx1_A and laser core_1	 	12.45889	 149	7/3/2018 8:01:09 AM	
150 / 1 . 	0.48091	17.00100	51.44986	3.88809	0.11059			22.62446	2.66067	0.52354	0.12216	0.05146	98.91274	17310.	-3358.	130.	 	 	GCB1A_R11_Cpx1_A and laser core_2	 	12.28302	 150	7/3/2018 8:05:58 AM	
151 / 1 . 	0.48569	17.07699	51.44408	3.90947	0.11653			22.63403	2.73915	0.52505	0.08885	0.05159	99.07142	17308.	-3355.	130.	 	 	GCB1A_R11_Cpx1_A and laser core_3	 	12.30615	 151	7/3/2018 8:10:43 AM	
152 / 1 . 	0.39952	15.57527	50.51228	6.55853	0.39088			23.40257	2.32563	1.33151	0.05642	0.06055	100.61320	18262.	-2965.	130.	 	 	GCB1A_R11_lasered cpx in melt_1	 	12.55182	 152	7/3/2018 8:15:30 AM	
153 / 1 . 	0.25124	16.33175	51.07038	5.72113	0.37439			23.52254	2.35453	0.94369	0.06336	0.05113	100.68410	18262.	-2974.	130.	 	 	GCB1A_R11_lasered cpx in melt_2	 	12.53587	 153	7/3/2018 8:20:20 AM	
154 / 1 . 	0.01467	51.60696	40.96274	0.03771	0.01457			0.21258	6.91991	0.10454	0.13042	0.36292	100.36700	18266.	-2885.	130.	 	 	GCB1A_R11_lasered olivine in melt_1	 	11.49764	 154	7/3/2018 8:25:03 AM	
155 / 1 . 	0.00237	51.91908	40.93011	0.02759	0.00411			0.20658	6.74696	0.11238	0.11376	0.38092	100.44390	18261.	-2885.	130.	 	 	GCB1A_R11_lasered olivine in melt_2	 	11.48576	 155	7/3/2018 8:29:52 AM	
156 / 1 . 	0.23834	16.94107	52.84482	0.68790	0.30457			24.64473	3.01788	0.24001	0.08726	0.01986	99.02643	-13509.	26786.	156.	 	 	cpx_5-118_5	 	12.43863	 156	7/3/2018 8:34:44 AM	
157 / 1 . 	0.21929	16.92283	53.78835	0.69202	0.29848			24.67552	2.89453	0.23716	0.07839	0.01898	99.82555	-13518.	26786.	156.	 	 	cpx_5-118_6	 	12.51152	 157	7/3/2018 8:39:30 AM	
158 / 1 . 	0.23153	16.80387	53.66345	0.67872	0.31160			24.62052	2.91054	0.23949	0.06658	0.00337	99.52966	-13519.	26789.	156.	 	 	cpx_5-118_7	 	12.47626	 158	7/3/2018 8:44:14 AM	
